	text	HOF
265	Love to see Trump make a complete and utter mockery of himself every time he publicly speaks ✨ #BidenHarris2020	0
266	Riddle me this..If a large portion of the American workforce is required to submit to random drug screenings to obtain or sustain employment, why would we not require that of the person holding the MOST important job in America? #Debate2020  #Trump2020 @realDonaldTrump @JoeBiden	0
267	@JarrettBellini Only the Best People ► Taliban For Trump, Proud Boys,  Putin, Erdogan, MBS, Kim Jong Un, Nazis, Wolverine Watchmen - formerly known as Michigan Militia, &amp; GOP	0
268	@realDonaldTrump 🖕you. You endangered hundreds of people. Infected your staff and get great health care while trying to take others’ away. I trust karma will steer this situation appropriately. #BidenHarris2020 #RoseGardenMassacre	1
269	@greenfield64 Not Biden's fault here. Campaign on and take advantage! All's fair in love, war, and politics.  Trump himself has proven that last point over the last 4 years. #BidenHarris2020	0
270	@PeteButtigieg watching you on TV right now is comical! You keep saying the American people are with @JoeBiden..you DAMN sure aren’t speaking for me! #Trump2020 #4MoreYears	0
271	Kamala Harris makes point that some of the most powerful people try to suppress the Black vote because things change when Black ppl vote.[NEWLINE][NEWLINE]“They know the power of our vote. WE know the power of our vote. So let’s use it.” #NAACPConvention #BidenHarris2020 https://t.co/FwaIwBz4Yz	0
272	I just dropped off my mail-in ballot. Time to #DrainTheCesspool #VoteHimOut2020 #BidenHarris2020 #BlueWave #Resist	0
273	@ProjectLincoln All woman young and old must vote out the republicans and especially Donald trump from the government just do it. Please vote in President joe Biden and Vice President Kamala Harris and a blue senate they will protect you and give you a chance to move upwards in society	0
274	@realTuckFrumper @AJDelgado13 Trump dated a black woman for two years before marrying Melania. You’re gonna have to do better than this. #MAGA2020	0
275	https://t.co/0wGfJwRxeC 🔊 Don't Want to Die in Georgia by Brewer &amp; Shipley #BidenHarris2020 #WearADamnMask #BlackLivesMatter #Vote https://t.co/D9ksopb1nO	0
276	@Alexand91649396 @inesnesi @silascap @realDonaldTrump If Trump was “doing what needs to be done” he wouldn’t have contracted COVID. He would have been wearing a mask, insisting masks be worn at his events , insisted on social distancing. Listened to the science. He hasn’t done ANYTHING that needs to be done.	0
277	@MilesTaylorUSA To your former Republican friends sitting on the fence, may your asses hurt until you’re willing to jump up and do right by America. We need @realDonaldTrump out of the Oval Office. #WorstPresidentInHistory #BidenHarris2020	1
278	Prepare for total domination #MAGA2020 #Popcorn🍿 https://t.co/GYVP428RLD	0
279	@007_Xia @JENFL23 @AndrewYang Ok. Recap time again. Sensational claim made. Me. Asks for data. You. How dare you ask for data. Me. Asking for data is normal. Do you have any?. You. Asking for data makes you sound like Trump.... you’re doing great bud....	0
280	What’s your problem?  Besides the limited vocabulary I mean! @RichardGrenell @POTUS @realDonaldTrump #MAGA2020 #MAGA2020LandslideVictory https://t.co/OYCovzYU8m	0
281	@1911_1913_BakUp We 👏🏾 did 👏🏾 NOT 👏🏾vote 👏🏾 for 👏🏾 Joe 👏🏾 we voted for Kamala and against Trump 😂😂 Joe was just at the right place at the right time	0
282	@CNNnewsroom Really? We have really gone there? How much of this behavior from trump are the republicans going to put up with?[NEWLINE][NEWLINE]This is just patiently unfair?	0
283	@SpeakerPelosi Your way or the highway when Most Americans can't afford to leave their driveway. Get off your high horse and saddle up on the donkey you portray yourself to be jacka$$.#MAGA2020 @POTUS	1
284	As Election Day nears, the greater his need for a war. He’ll do everything possible to take our minds off of voting. [NEWLINE][NEWLINE]However, the mail in votes will heavily favor a Biden win. [NEWLINE][NEWLINE]There is no way tRump can legally win this election. His crime family &amp; ProudBoys is all he has. https://t.co/P3KM4DhBfJ	1
285	@swimmingsigs @realDonaldTrump 🤣🤣🤣[NEWLINE]You most likely will be disappointed with the result.[NEWLINE]#Trump2020 🇺🇸 https://t.co/UDUBkKQSpI	0
286	HUGE NEWS!! Hillary, Obama, &amp; Biden ALL Knew This Was A Russian Hoax set up by Hillary. Terrible!! @realDonaldTrump #Trump2020 #TrumpLandslide2020 [NEWLINE]https://t.co/ZvrbVHrjxk	0
287	BREAKING: GTV Releases SECOND HUNTER BIDEN VIDEO --  Hunter's Stash of 4.7 Grams of Crack Cocaine on Scale https://t.co/i4kc5ssQtF via @gatewaypundit	0
288	"@BrianSlimdog77 @RossGilroy @Cleisthenes5 @JohnKrahn2 @RobertBrownieJ5 @Cern_lXXl @willsworldview @debbiepalm44 @mikenedie @AllistairGraham @yourmomspants1 @zypisfy @horusrage @BlackSwans8 @Realliously @Wolfpak561 @smug2bme @Falchion14 @geraldpayne25 @WFatmun @raygrady47 @TakeThatDarwin @zapher134 @ipprophet @ellen5e @jools6691 @tarik_ebu @tklforgiven @boojune1954 @PG13ScottWatson @MilesColeman20 @joe_blev @CandySmith74 @HSchruti @PraiseHisName50 @globalist13903 @pray2pesci @ThinkerFreed @1stthes521 @verniejim @VelvetEven @markthorsby1 @randolf828 @tcunderdahl @Glad2bAtheist @martin000023 @maverick_kris @callmegoro @Rationalist06 @SRipici ""BEWARE They're not gonna stop, and everyone beware, because they're not gonna stop,"" she added. ""They're not gonna stop before Election Day in November, and they're not gonna stop after Election Day.""  -Kamala Harris"	0
289	@brad_dickson #TrumpClan refuses to mask up, mocks everyone including @JoeBiden for masking up, holds super spreader events and rallies and then wants #BidenHarris2020 to suspend their campaign?[NEWLINE][NEWLINE]I don't f*cking think so!![NEWLINE][NEWLINE]The irony of it all!!	0
290	We could use your support as we work to recharter the California Young Dem Technology &amp; Innovation Caucus. We missed the 2020 deadline but will be prepared for the next deadline! [NEWLINE][NEWLINE]#cydtechcaucus[NEWLINE]#biden2020[NEWLINE]#technology https://t.co/9hatJiIIda	0
291	@andrewkimmel But, but, but...they spoke at the RNC! They’re heroes to every rich white bigot and model NRA supporters.[NEWLINE][NEWLINE]#EndTheNightmare [NEWLINE]#ETTD [NEWLINE]#BidenHarris2020	0
292	@TheRock @JoeBiden @KamalaHarris Wow an overpaid celebrity giving advice, as if he lives in the real world with the rest of us. 🥱🙄 #defundhollywood #Trump2020	0
293	Ok so whose job was it to vet the #Republican candidate for #potus Because that was the most epic fuck up in world history! #TrumpIsANationalSecurityThreat [NEWLINE]#TrumpIsNotABillionaire #TrumpTaxCheat #VoteBlue2020 #BidenHarrisToSaveAmerica	1
294	@johncusack I'm optimistic, but I'm not unclenching my sphincter until the election is called for Biden.	0
295	@KamalaHarris Thank you for the link!! #Trump2020	0
296	Civil unrest....when perceived to be inspired by tribal loyalty/cult membership allegiance.....is one of the greatest sources of narcissistic supply. There's been glimpses of Trump's fascination with the intoxicating thought of civil war, revolt against his impeachment, etc...1/ https://t.co/Ti3CSf6FGS	0
297	@GreenNewDealer @jtbesquire @LEISURE_SRVCS Awesome strategy. Vote for Biden out of fear and some delusional belief that he's the lesser evil. Then get used to it because you'll be doing that exact same shit every four years. Meanwhile they'll be moving that Overton window further and further right.	0
298	@Acosta Awesome!! No time like the present!! [NEWLINE]#StillWinning[NEWLINE]#Trump2020	0
299	"Where are @IvankaTrump and Jared Kushner?[NEWLINE][NEWLINE]Is it possible that they have been out of the public eye for...say...the exact amount of time that Trump ""announced"" he was #COVID infected?"	0
300	"Today, I woke up at a time I loved, finished Castlevania on Netflix, had me some ""me"" time (as always..), saw that Joe Biden and Kamala Harris won and fricking went out with one of my best friends whom I haven't seen in nearly 2 years! It was a wonderful day 🥰"	0
301	The presidential race has been called by the Associated Press for Joe Biden and Kamala Harris, but there's still a long road ahead. [NEWLINE][NEWLINE]Here are the latest reactions and news from across the country and Tampa Bay. https://t.co/xppCtiZyKs	0
302	DECLARING OCTOBER to be TRUMP 2020 &amp; American Flag Month! Posting Trump 2020 Images &amp; American Flags! [NEWLINE][NEWLINE]While the Radical Left Burns Them, WE WEAR THEM![NEWLINE][NEWLINE]Get these Tees in Collection 800 [NEWLINE]on Home Page of our site at [NEWLINE]https://t.co/O4m0kNdzdR[NEWLINE]#Trump2020 #America #TrumpWonDebate https://t.co/McCrCV9MUF	0
303	I really can’t with this motherfucker anymore... [NEWLINE]please vote, folks #BidenHarris2020	1
304	BREAKING: In the spirit of peacemaking @JoeBiden has donated $750.00 to @realDonaldTrump. Eliminating Trumps stress and tax burden heading into tonight’s debate. #BidenHarris2020	0
305	@ProjectLincoln Didn't condemn white supremacists and didn't deny he called our troops losers. This is an American President...#MAGA2020 🤦‍♀️	0
306	I'm a progressive Democrat I've supported Bernie and I believe in many of his objectives. I also voted for HRC and I will vote for #BidenHarris2020 It is up to us to find a way to drive social progress, we can only do that as part of Government #listentobernie #Demcast #DemCastMI https://t.co/AJAGlL2qVX	0
307	Joe Biden is so awesome.  [NEWLINE][NEWLINE]Gotta make sure he wins the largest landslide victory ever in the history of the USA.  Please vote for him and against his loyal followers such as Robin Vos.   Vote @JoelforWI to replace Vos.	0
308	@_Jacquelyn2020 Awww Thanks Jacquelyn! You're the best! 💛💛💛 [NEWLINE][NEWLINE]#BidenHarris2020 https://t.co/48jGDNZgPH	0
309	Is ur son a human trafficker? [NEWLINE]Can’t count to 10?[NEWLINE]Can’t stand up for an hour without an IV of addy? [NEWLINE]Do u have history of racist words &amp; policies? [NEWLINE]R U a lying puppet? [NEWLINE]Can’t complete a sentence w/o a prompter or an ear piece? [NEWLINE]You too can run for pres in the USA [NEWLINE]#Trump2020	1
310	@JoeBiden We love you Joe and Kamala! In the final stretch mr. President and madam Vice president. Time to heal and Unite this beautiful country. God Bless America the United States.	0
311	@JackPosobiec If you are a Trump supporter they want you dead or locked up. They have publicly stated it so why not believe them?	0
312	@TheDailyShow It’s more likely a sham to keep his name in the press non stop for two weeks and gain sympathy and then say it was nothing more than a cold. Sucks when you can’t trust the president- guess it’s sucked for almost 4 years! #VOTE #BidenHarris2020	0
313	This November, vote to honor RBG’s memory. Vote for her and her work. Vote for all the people she helped throughout her life. Vote for what represents her.[NEWLINE][NEWLINE]Spoiler: It is *not* Donald Trump. [NEWLINE][NEWLINE]#2020Election #BidenHarris2020Landslide #Election2020 #Biden2020 #BidenHarris	0
314	Pennsylvania emerges as ‘tipping-point’ battleground for Biden and Trump -- before and after Election Day, via @michaelscherer, @myhlee, @AmyEGardner &amp; @jdawsey1 https://t.co/P1LKkEZhHh	0
315	@KamalaHarris @202010Maria But man... He sure jumped on getting that conservative judge sworn in. If he only acted like that with the pandemic... We could've maybe kicked it's ass.[NEWLINE]*If Trump wore a mask, &amp; encouraged mask wearing[NEWLINE]*Enacted the PPE manufacturing sooner	0
316	@igrullonpaz Women are also thinking about what it's going to be like if we can't get health insurance. #VoteBlue2020	0
317	"@PennyLaneBanker @RepsForBiden They keep dissing Biden for using a teleprompter, as if their ""Dear Leader"" could even read one. #BidenHarris2020"	0
318	Rudy &amp; GOP Speak #Trumpanese (Lies &amp; Rinoshit)  [NEWLINE]Real Patriots don't Steal from the People! [NEWLINE]Like @realDonaldTrump He stole Millions from the poor![NEWLINE]Joe Paid His Taxes, Did Rudy? Mitch? Lyndsy? Marco? [NEWLINE]Time 4 Audits! [NEWLINE]Real Americans &amp; Companies Pay their DUE! [NEWLINE]#Biden2020 https://t.co/nbTw2zWSFD	0
319	If the NYtimes is factually right about the 750 dollars Trump paid in taxes. Then this a big game designed for the fittest as Darwin suggested. #TrumpTaxReturns #NYTimes #Trump2020	0
320	Progressive groups, along with members of the House Democratic “Squad,” are unveiling a 2021 agenda, laying down markers for how big a Joe Biden administration could go on coronavirus aid, economic relief and more next year https://t.co/INc6unoTh4	0
321	@GrandpaSnarky @Ladygeekp @Ladyjackson65 @LiberalAnguish @LynnieBear0215 @manchester18 @MargieA26140671 @Marymol @Geekusa2013 @Gloria4Educ @CosmicDarrell @LochnerWalter @MoRandolph130 @PalominoPony @Peter_S_Becks1 Followed all[NEWLINE][NEWLINE]45 days until #Election2020 [NEWLINE]#Biden2020 [NEWLINE]#Resist [NEWLINE]#StrongerTogether	0
322	@heart_uf_a_king Dumb question, very dumb! With KAMALA HARRIS in the room and diversity our strength, Joe Biden appreciates that. The table is big, round and oh so noisy.	0
323	@realDonaldTrump today should have been a wake up call for you. Pack your bags Donnie boy. You’re no longer wanted. VOTE HIM OUT. #TrumpLiedPeopleDied #TrumpIsATraitor #BidenHarris2020 #VoteHimOut2020 #VoteOrDie	0
324	"""This election is about so much more than Joe Biden or me. It's about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let's get started,"" Vice President-elect Kamala Harris said. [NEWLINE][NEWLINE]https://t.co/eooITYTtQb https://t.co/5I6N4hA6e0"	0
325	@Fly_Sistah @JoyAnnReid Dear Panicking GOP Donors :  get tested and self quarantine then vote #BidenHarris2020	0
326	"""The friendship of our two countries has stood the test of time."" says Angela Merkel.[NEWLINE][NEWLINE]Without mentioning the elephant in the room, the German chancellor congratulates Joe Biden and Kamala Harris on their projected win of the US el…https://t.co/Y2VUHM7Yv6 https://t.co/WTbcES6efp"	0
327	We're all Rapaport[NEWLINE]#SmokingJoe #Biden2020 https://t.co/rsuArzcXmd	0
328	My absentee ballot came in the mail today. Don’t forget to vote now, or on Nov. 3! .[NEWLINE].[NEWLINE][NEWLINE]#iamavoter #voteforchange #votelikeyourlifedependsonit #bidenharris2020 https://t.co/GhB8Qr6plL	0
329	@DineshDSouza We have paid and tried to download The Trump Card and YouTube not allowing it.	0
330	@GOP Trump has been lying to the American people since before he took office...[NEWLINE]#TrumpLiedPeopleDied https://t.co/on3LWYcXBA	0
331	My Beardie is smarter than Sleepy Joe and Lying Kamala combined. She knows better than to crap in her own bed. Can't say that for those 2 Bozos. https://t.co/wf0eyNXguM	1
332	@markfollman @gtconway3d So many possibilities for “trump’s biggest legacy”. And they are all negative #VoteBlue2020	0
333	"President Gaspy McFascist  &lt; lol.[NEWLINE][NEWLINE]Win/lose, horrors of  trumpism will not magically disappear. But when #BidenHarris2020 win, Ameri can fight w/ more ""real estate"" &amp; better.  [NEWLINE][NEWLINE]Along that way, I say, our mental health is  helped by one calli fraudst trump, ""Gaspy McFascist."" https://t.co/t7wladvSyh"	0
334	@stillgray Motorcde drive by bunker shof by @realDonaldTrump has #BidenHarris2020 campaign on life support	0
335	@midwestmomts @JoeBiden I see them all over up north of KC. They outnumber the trump signs!	0
336	Joe Biden and Kamala Harris have officially won the states of Massachusetts, Connecticut and Rhode Island	0
337	The first woman and first Black and South Asian person to be elected as vice president: Kamala Harris just made history [NEWLINE]https://t.co/PiaJGkti6H	0
338	Yes, under President Donald J. Trump. #Trump2020 https://t.co/KBygUfvQEg	0
339	@joelockhart Oh FFS... I’m so tired.[NEWLINE]#vote #BidenHarris2020 #TrumpIsARacist	0
340	Get this out there!  We want answers!! WHO is funding this??? #Trump2020 #KAG https://t.co/4EB6yBfHSx	0
341	@JoeBiden America Choose Trump, we want to focus on getting you out! Trying to shift focus and not answer questions, That’s the Democratic way. #Trump2020 #Trump2020LandslideVictory https://t.co/IUJwjo5Ghj	0
342	Kamala Harris, US President-elect Joe Biden's running mate, has made history after becoming the country's first female Vice President-elect.[NEWLINE][NEWLINE]#Biden #bidenharis2020 #BidenHarris https://t.co/sjUAMo8GV8	0
343	@dmastj @THEToughCookie @FLOTUS @POTUS @USSupremeCourt Hey bot, Trump won't even respect RBG's dying wish he deserves zero respect in return. #BidenHarris2020	0
344	@realDonaldTrump Are you having a very taxing day? I’m sure you’re going to find a way to make us pay for that too.[NEWLINE][NEWLINE]#BidenHarris2020[NEWLINE][NEWLINE]And of course, there’s always a tweet. https://t.co/9vTVp0T3PM	0
345	TRUTH BOMB: Former Sen. Bob Dole says members on the Commission on Presidential Debates don’t support @realDonaldTrump [NEWLINE][NEWLINE]It's obviously biased...Dole's right that there should be concern. [NEWLINE][NEWLINE]https://t.co/F5X59qh3Ob	0
346	Sen Kennedy: When Senator Harris and her colleagues say you are a liar, they are wrong? [NEWLINE]Judge Barrett: They are. https://t.co/Mm36dIIp1p	0
347	🇺🇦 Ukraine's President Zelenskyy congratulates Joe Biden and Kamala Harris on Twitter https://t.co/oIpQoQ9dw0	0
348	@WhiteHouse @realDonaldTrump I barely make middle-class wages, and I pay 7 times the taxes you paid. #cheater #taxfraud [NEWLINE][NEWLINE]#BidenHarris2020	0
349	@shannonrwatts @PrincessBravato One less vote for Trump on Election Day. She’ll be locked up.	0
350	"@JJohnsonLaw @robsmithonline ""Entitlement"" Is a dangerous left wing myth. #Trump2020"	0
351	@naomirwolf we tried to we people, but the fake news rah rah rah drowned out all credible sources that showing the liberty-restricting, Socialist agenda of the left. Also, you didn’t vote for basement joe. You really voted for Kamala. Think Biden is bad?  Look at her record. https://t.co/24hXnx2GWe	0
352	@evanmcmurry Oh lookie!  They are wearing masks now.  Guess they will now deny that they ever went without them.[NEWLINE][NEWLINE]#VoteBlue2020	0
353	Like really @NBCNews you're giving Trump a platform when he REFUSED TO DEBATE Joe Biden? this isn't about ratings it's literally about the future of our democracy and you're still acting like it's business as usual	0
354	@StopTheCriminal Like that smug idiot would concede to anyone that he lost....#BidenHarris2020	1
355	RETWEET: JOE BIDEN IS “VICTORIOUS” OVER TRUMP, BECOMING THE “46TH” PRESIDENT[NEWLINE][NEWLINE]KAMALA HARRIS, BECOMES THE FIRST... “BLACK WOMAN”... VICE PRESIDENT OF THE UNITED STATES OF AMERICA. NOW, AND... “FOREVER”... WILL SHE BE RECORDED IN THE... “ANNALS”... OF HISTORY [NEWLINE][NEWLINE]Black Lives Matter https://t.co/plocWNWUdq	0
356	@GottaLaff Just got back from putting my ballot in a drop box at my local library. No crowd. Sunny skies![NEWLINE][NEWLINE]#VoteBlue2020!	0
357	Joe Biden and Kamala Harris are dripping with decency.[NEWLINE][NEWLINE]#DecencyMatters [NEWLINE]#VoteBidenHarris	0
358	Because it cannot be said often enough... I'd like to congratulate Kamala Harris and Joe Biden on their victory. I look forward to seeing them restore (and institutionalize) norms of Executive accountability and responsibility. So the world will admire us once again. https://t.co/lrhYcE7g2T	0
359	@Michael_J_Matt King George's (&amp; their) first choice got in, as planned. Trojan horse Joe #Biden will be put out to pasture.[NEWLINE]https://t.co/zf1UQNblup	1
360	@BernieSanders That is why I’m voting for Trump!#Trump2020 #AmericaFirst #KAG #DrainTheSwamp #TrumpLandslideVictory	0
361	Trump boasted he made insulin so cheap ‘it’s like water.’ Americans with diabetes beg to differ. SEE MORE HERE ==&gt; https://t.co/17tvuUnq2W  #proudboys #donaldtrump #trump #trump2020 #maga #makeamericagreatagain #trumprally https://t.co/XijPo989ZI	0
362	Follow me for more recipes #voteblue #DitchMitch #BidenHarris2020 #resist #BLM #RBG	0
363	@SherrieInGA @2RawTooReal @GregHowardJr1 They are so cool! #BidenHarris2020	0
364	Analysis: 2020 is not 2016, but don’t count Trump out yet https://t.co/uQk8HunuTL	0
365	@joelockhart @TheDemCoalition Biden needs to be on tv presenting his plans daily. Put the ads back on !!! #Biden2020 #GoJoe2020	0
366	5. Joe and Kamala are willing to work with others to make progress on these goals. They care about all of us and will help all of us regardless of how we are labeled. I ask you to join me in voting for Joe Biden and Kamala Harris so we can begin to heal and move forward together.	0
367	@realDonaldTrump *SAVE YOUR LIFE *[NEWLINE]#Vote #VoteBlue #VoteEarlyRemoveTrump #RemoveTrumpNow #VoteBlueToEndThisNightmare #VoteBidenHarris2020 #BidenHarrisToSaveAmerica #BidenHarris2020	0
368	Get your plan together to #VOTE! #VOTEBYMAILEARLY[NEWLINE]#EarlyVoting #BidenHarris2020[NEWLINE]NY Gov. Cuomo may use National Guard on Election Day[NEWLINE]https://t.co/Ees210FDy7	0
369	@AOC #Trump2020 in person and what about you... you still towing the line for Sleepy Joe OBiden and CumALegsUp Harris???[NEWLINE]#BidenHarris2020 🤣🍆🤫	1
370	"""..it’s almost hard to overstate how much of a promoter of the Putin agenda [Trump has been]—not just the strongman persona and autocracy and all that Trump yearns for, but his actual agenda to do away with the EU, to do away with NATO, to divide America."" https://t.co/ySiYJM5BdP"	0
371	Final poll results: With 86,211 votes, 96% believe Trump will win. If Biden is still in the race next Tuesday I’ll run it again. https://t.co/dcMwIAegSo	0
372	@DearAuntCrabby @senatemajldr #MoscowMitch constipates the government except when he want to carry out his agenda.  He has no sense of justice.[NEWLINE]#VoteBidenHarris2020  to #VoteTrumpOut [NEWLINE]#VoteBlue [NEWLINE]https://t.co/VuD1l3Yso9	0
373	I hope the press break this story wide open:[NEWLINE][NEWLINE]There is an OFFICIAL directive from Trump/White House directing all of their people NOT to wear a mask during televised interviews.[NEWLINE][NEWLINE]They can wear them before or after but not on camera during.[NEWLINE][NEWLINE]This is a FACT.	0
374	Can't believe Andrew #McCabe wants all of this drawn out in the open during discovery phase of a full-blown court hearing..... but hey, his choice.[NEWLINE]#Trump2020 #VoteInPerson https://t.co/dZpVvW1HJq	0
375	Trump Stomps First Debate! https://t.co/N1cJ8rCq5T via @YouTube #Trump2020 #Biden2020 #Debate2020	0
376	Proud to tweet today that my hubby &amp; I turned in our #AbsenteeBallots to the Oakland County Clerk's office in Michigan![NEWLINE][NEWLINE]We voted straight #DemocraticParty to be sure we're included in the #BidenHarrisLandslide2020![NEWLINE][NEWLINE]#IVoted [NEWLINE]#VoteEarly[NEWLINE]#BidenHarris2020ToSaveAmerica[NEWLINE]#VoteBlue2020 https://t.co/JfTEKXBnLE	0
377	@meenaharris This is the best thing I’ve heard second only to the announcement of President Elect Joe Biden and Vice President Elect Kamala Harris.	0
378	@clairecmc It made me proud. #BidenHarris2020	0
379	@TNSociallyMissy Trump supporter in South Carolina	0
380	I voted for #BidenHarris2020 and all Democrats down the ballot 🎉 Here's to turning #Texas blue #TexasEarlyVoting #BlueWave https://t.co/FKCnpcraAc	0
381	@realDonaldTrump That aren’t available to 99% of the population and most NOT developed in the last 5, let alone 4, years. Enjoy your last few months in office until Inauguration Day. #BidenHarris2020	0
382	Just cast my 2020 ballot for @realDonaldTrump @POTUS LETS GO!!! #4MoreYears #Trump2020 #KAGA2020	0
383	Have the democrats just tried pushing trump left? Maybe it’ll work	0
384	@FDRLST Wow! Everything the Dems accused Trump of doing, they've been doing themselves. How do you spell hypocrisy? #trump2020	0
385	Oh look y'all! We triggered the little whiny baby racist #MAGats. Constant victims, just like Donald Trump. They all have these.... Pass it on! 😂  #BidenHarris #Biden2020 #BidenHarrisLandslide2020 https://t.co/wRgjb1JtaT	0
386	@LindseyGrahamSC Obamacawe is a disastew - I know because I was on it.  My pwemiums went up 300% and my covewage stunk.  Undew my pwan, SC wouwd get awmost $1 biwwion in new funding, pwe-existing condition covewage wiww be pwotected, and wocawities wiww be in chawge, not a facewess DC buweaucwat.	0
387	@Kevinliptakcnn This is nothing compared to what the President says on a daily basis. His entire campaign was built on hate and threats of arresting his political opponents. [NEWLINE][NEWLINE]#resist #BidenHarris2020	0
388	I would like to see President Trump shot out of a cannon. I think it would cheer me up quite a bit.	0
389	.@Greg_Palast [NEWLINE][NEWLINE]With all votes still not yet counted, Joe Biden and Kamala Harris have already received more votes than any other presidential ticket in U.S. history, with 69.9 million votes as of midday Wednesday, according to the Associated Press. https://t.co/dgrHmI2odd	0
390	Jesus on whether Jews in Israel needed to pay taxes to an emperor in Rome... a trick question in a 1st century debate. He makes one thing clear: Don't confuse the emperor with God. #EvangelicalsAgainstTrump #BidenHarris2020 #Jesus[NEWLINE]Say no to #Trump #truth not #lies #LiarInChief https://t.co/IwwELOVuMm	0
391	"🔵I rarely get political on this account but #Trump saying ""Don't be afraid of Covid."" when it killed over 209,000 Americans and over a million people worldwide sounds like mockery to all people who have lost friends or family due to COVID. #TrumpCovid19 #politics #Trump2020 1/2 https://t.co/kBLTvrYsKJ"	0
392	still thinking about how kamala harris was seemingly jogging in a park when she checked her phone &amp; was like “joe...you did it...ahahaha...joeee....ahahaha”	0
393	@heart_uf_a_king I guess that all depends on how many black skinned voters opt for Trump? The more who vote for him the more likely Joe Biden and Kamala Harris will be desperate to get you back in the Democrat fold by offering Reforms? I guess when voters vote with their heads they get results!	0
394	@KamalaHarris @SenKamalaHarris we need her to be 12 feet apart from Pence and also place a large glass between them!!  #BidenHarris2020	0
395	"OwO  Aftew an ""emotionaw wowwew-coastew,"" da gwoup Democwats Abwoad Phiwippines haiws da incoming Biden pwesidency. #USVote #BidenHawwis2020 #PwesidentEwectJoe #Ewection2020Wesuwts (｀へ´) https://t.co/izfXXbW3NN"	0
396	Y’all it’s not even that I want Joe Biden to be president, it’s that I want Kamala to be VP	0
397	@VoteMarsha Bravo! Welcome to team Biden/Harris![NEWLINE]#BidenHarris2020	0
398	GOING HOME TODAY![NEWLINE][NEWLINE]YOUR GOING TO NEED TO FIND A NEW CRISIS [NEWLINE][NEWLINE]#Trump2020 https://t.co/6MBYSsl0jw	0
399	TRUMP HAS LEFT AMERICANS[NEWLINE]DEAD, POOR AND HUNGRY![NEWLINE][NEWLINE]“8 Million Have Slipped Into Poverty Since May as Federal Aid Has Dried Up.”[NEWLINE][NEWLINE]WE HAVE TO VOTE HIM OUT![NEWLINE]#TrumpkillsAmerica💀[NEWLINE]#ThursdayThoughts [NEWLINE]#KidVicious👊🏽[NEWLINE][NEWLINE]https://t.co/Cq0gQih09O	0
400	From his short list, Biden's AG should be Sally Yates. (I'd go with Dana Nessel, but from his shortlist, Sally Yates.)	0
401	This is easy. Would be nice to see trend, alongside [NEWLINE]#BidenHarris2020, #HarrisBiden2020, #BidenHarrisToSaveAmerica [NEWLINE]#BidenCoalition https://t.co/RGUJAYyrgL	0
402	@realDonaldTrump You are loved sir we are with you and will continue your fight while you are getting better! The Country needs your leadership! MAGA forever! #Trump2020	0
403	@PinkyD124 There’s only two viable choices this year. Biden or trump. That’s it. A vote for anyone else will go nowhere.	0
404	@K_JeanPierre Hubby and I voted today, then deposited ballots in drop box! So excited to have  voted for our next President and Vice President !#Voted #BidenHarris2020 #BidenHarrisToSaveAmerica #864511032020	0
405	@JoeBiden We all use and are proud of public services, roads, emergency response, social security, post office, medicare, military protections, FDA regulations, legal services, foreign aid. Everyone should pay their fair share. #Biden2020	0
406	@SethMacFarlane Biden offers broken sentences, racist statements, and 47yrs of corruption and broken promises.  [NEWLINE][NEWLINE]#TrumpPence2020 🇺🇸	0
407	@realDonaldTrump Behind the fake and expensive taxpayer staging lies mountains of corruption and lies which is why yet again @trump the Trump family and @realDonaldTrump is going to court over misdeeds with taxes &amp; money. Why re-elect a robber Barron instead #VoteBlue2020 [NEWLINE]https://t.co/wkB0NMUppU	0
408	@themarketswork 4) WE DON'T CARE! #TRUMP2020	0
409	President-elect Joe Biden and Vice President-elect Kamala Harris greet drivers on I-90 in Boston today on our 30-by-45-foot #GBHMural. ⤵️ https://t.co/QSJpsPDSJ8	0
410	@realDonaldTrump It would take the word of the Pope to make me believe that you have #TrumpsVirus !  Either that or it written as the cause of death on your death certificate!  Until then you are lying about this just as you do everything else!  #TrumpIsLying  #VoteBlue2020	0
411	.@meenaharris is joining Granite State Women for Biden-Harris tomorrow night for a post-debate recap and a conversation about what @KamalaHarris’s historic nomination means for young women and women of color in NH! RSVP here: https://t.co/kN8mroVkji[NEWLINE]#NHPolitics #BidenHarris2020	0
412	@hrenee80 And I would wade THROUGH a sea of covid to #VoteHimOut #BidenHarris2020	0
413	@LindseyGrahamSC Nope, @harrisonjaime is a worthier cause everyone! They’re tied... so doing my part—again— from California to flip the Senate, and donating to Jaime Harrison. #VoteBlue2020	0
414	@Thomas1774Paine THank You. Will cancel my membership and stay at Sams Club. They’re better anyway. All I needed to know. #bancostco #samsclub #trump2020 #costcosucks	0
415	@hwinkler4real I’ll do my part to make your Birthday wish come true 🎂#BidenHarris2020	0
416	With Love from India...The artist and his world famous canvas to communicate big message on sand which resonates like a song to those who have a heart to sense the feelings behind @sudarsansand  @KamalaHarris @JoeBiden  it....https://t.co/d6EgCs0cr4	0
